show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,has_director,has_country,date_added_parsed,year_added,month_added,day_added,day_of_week_added,is_weekend_add,duration_minutes,season_count,release_year_date,release_age_days,release_age_years,days_since_first_record,title_length,number_of_genres,number_of_countries
s2245,Movie,Hole in the Wall,"André Odendaal, Johan Vorster",South Africa,7/11/2020,2016,TV-MA,104 min,"Dramas, International Movies",True,True,2020-07-11,2020,7,11,5,True,104.0,,2016-01-01,1653,4.525667351129363,4575,16,2,1
s2246,TV Show,Dating Around: Brazil,Cassia Dian,Brazil,7/10/2020,2020,TV-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",True,True,2020-07-10,2020,7,10,4,False,,1.0,2020-01-01,191,0.5229295003422314,4574,21,3,1
s2248,Movie,Mama's Boy,Amro Salah,Egypt,7/10/2020,2018,TV-14,101 min,"Comedies, International Movies",True,True,2020-07-10,2020,7,10,4,False,101.0,,2018-01-01,921,2.521560574948665,4574,10,2,1
s2249,Movie,The Claudia Kishi Club,Sue Ding,United States,7/10/2020,2020,TV-14,17 min,Documentaries,True,True,2020-07-10,2020,7,10,4,False,17.0,,2020-01-01,191,0.5229295003422314,4574,22,1,1
s2251,Movie,The Old Guard,Gina Prince-Bythewood,United States,7/10/2020,2020,R,126 min,Action & Adventure,True,True,2020-07-10,2020,7,10,4,False,126.0,,2020-01-01,191,0.5229295003422314,4574,13,1,1
s2252,TV Show,The Twelve,Wouter Bouvijn,Belgium,7/10/2020,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",True,True,2020-07-10,2020,7,10,4,False,,1.0,2019-01-01,556,1.5222450376454484,4574,10,3,1
s2257,Movie,Born Racer,Bryn Evans,New Zealand,7/8/2020,2018,R,89 min,"Documentaries, Sports Movies",True,True,2020-07-08,2020,7,8,2,False,89.0,,2018-01-01,919,2.516084873374401,4572,10,2,1
s2258,Movie,Mucho Mucho Amor: The Legend of Walter Mercado,"Cristina Costantini, Kareem Tabsch",United States,7/8/2020,2020,TV-14,96 min,"Documentaries, LGBTQ Movies",True,True,2020-07-08,2020,7,8,2,False,96.0,,2020-01-01,189,0.5174537987679672,4572,46,2,1
s2260,Movie,The Long Dumb Road,Hannah Fidell,United States,7/8/2020,2018,R,91 min,"Comedies, Independent Movies",True,True,2020-07-08,2020,7,8,2,False,91.0,,2018-01-01,919,2.516084873374401,4572,18,2,1
s2261,Movie,Dr. Seuss' The Lorax,"Chris Renaud, Kyle Balda",United States,7/7/2020,2012,PG,86 min,Children & Family Movies,True,True,2020-07-07,2020,7,7,1,False,86.0,,2012-01-01,3110,8.514715947980836,4571,20,1,1
s2263,Movie,A Kid from Coney Island,"Coodie, Chike",United States,7/6/2020,2019,TV-MA,89 min,"Documentaries, Sports Movies",True,True,2020-07-06,2020,7,6,0,False,89.0,,2019-01-01,552,1.51129363449692,4570,23,2,1
s2265,Movie,Aiyyaa,Sachin Kundalkar,India,7/5/2020,2012,TV-14,151 min,"Comedies, International Movies, Music & Musicals",True,True,2020-07-05,2020,7,5,6,True,151.0,,2012-01-01,3108,8.509240246406572,4569,6,3,1
s2266,Movie,Bbuddah Hoga Terra Baap,Puri Jagannadh,India,7/5/2020,2011,TV-14,116 min,"Action & Adventure, Comedies, Dramas",True,True,2020-07-05,2020,7,5,6,True,116.0,,2011-01-01,3473,9.508555783709788,4569,23,3,1
s2267,Movie,Blood Money,Vishal Mahadkar,India,7/5/2020,2012,TV-14,110 min,"Dramas, International Movies, Romantic Movies",True,True,2020-07-05,2020,7,5,6,True,110.0,,2012-01-01,3108,8.509240246406572,4569,11,3,1
s2268,Movie,Bombay Talkies,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar",India,7/5/2020,2013,TV-MA,123 min,"Dramas, International Movies",True,True,2020-07-05,2020,7,5,6,True,123.0,,2013-01-01,2742,7.507186858316222,4569,14,2,1
s2269,Movie,Boss,Anthony D'Souza,India,7/5/2020,2013,TV-14,139 min,"Action & Adventure, Comedies, Dramas",True,True,2020-07-05,2020,7,5,6,True,139.0,,2013-01-01,2742,7.507186858316222,4569,4,3,1
s2270,Movie,Budhia Singh: Born to Run,Soumendra Padhi,India,7/5/2020,2016,TV-MA,95 min,"Dramas, Independent Movies, International Movies",True,True,2020-07-05,2020,7,5,6,True,95.0,,2016-01-01,1647,4.509240246406571,4569,25,3,1
s2271,Movie,Chashme Baddoor,David Dhawan,India,7/5/2020,2013,TV-14,121 min,"Comedies, International Movies, Music & Musicals",True,True,2020-07-05,2020,7,5,6,True,121.0,,2013-01-01,2742,7.507186858316222,4569,15,3,1
s2272,Movie,Dharam Sankat Mein,Fuwad Khan,India,7/5/2020,2015,TV-PG,127 min,"Comedies, Dramas, International Movies",True,True,2020-07-05,2020,7,5,6,True,127.0,,2015-01-01,2012,5.508555783709788,4569,18,3,1
s2273,Movie,Drishyam,Nishikant Kamat,India,7/5/2020,2015,TV-14,162 min,"Dramas, International Movies, Thrillers",True,True,2020-07-05,2020,7,5,6,True,162.0,,2015-01-01,2012,5.508555783709788,4569,8,3,1
s2274,Movie,Gabbar Is Back,Krish,India,7/5/2020,2015,TV-14,128 min,"Action & Adventure, Dramas, International Movies",True,True,2020-07-05,2020,7,5,6,True,128.0,,2015-01-01,2012,5.508555783709788,4569,14,3,1
s2275,Movie,Gollu Aur Pappu,Kabir Sadanand,India,7/5/2020,2014,TV-14,112 min,"Action & Adventure, Comedies, International Movies",True,True,2020-07-05,2020,7,5,6,True,112.0,,2014-01-01,2377,6.507871321013004,4569,15,3,1
s2276,TV Show,Hook,Rachit Kusonkoonsiri,Thailand,7/5/2020,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",True,True,2020-07-05,2020,7,5,6,True,,1.0,2020-01-01,186,0.5092402464065708,4569,4,3,1
s2277,Movie,Inkaar,Sudhir Mishra,India,7/5/2020,2013,TV-MA,125 min,"Dramas, International Movies, Romantic Movies",True,True,2020-07-05,2020,7,5,6,True,125.0,,2013-01-01,2742,7.507186858316222,4569,6,3,1
s2278,Movie,Madras Café,Shoojit Sircar,India,7/5/2020,2013,TV-14,128 min,"Dramas, International Movies, Thrillers",True,True,2020-07-05,2020,7,5,6,True,128.0,,2013-01-01,2742,7.507186858316222,4569,11,3,1
s2279,Movie,Mary Kom,Omung Kumar,India,7/5/2020,2014,TV-PG,120 min,"Dramas, International Movies, Sports Movies",True,True,2020-07-05,2020,7,5,6,True,120.0,,2014-01-01,2377,6.507871321013004,4569,8,3,1
s2262,Movie,Jim Jefferies: Intolerant,Scott Zabielski,United States,7/7/2020,2020,TV-MA,67 min,Stand-Up Comedy,True,True,2020-07-07,2020,7,7,1,False,67.0,,2020-01-01,188,0.5147159479808351,4571,25,1,1
s2264,Movie,PNL - Dans la légende tour,QLF,Not Given,7/6/2020,2020,TV-MA,65 min,"International Movies, Music & Musicals",True,True,2020-07-06,2020,7,6,0,False,65.0,,2020-01-01,187,0.5119780971937029,4570,26,2,1
s2280,Movie,Michael,Ribhu Dasgupta,India,7/5/2020,2011,TV-MA,86 min,"Dramas, Independent Movies, International Movies",True,True,2020-07-05,2020,7,5,6,True,86.0,,2011-01-01,3473,9.508555783709788,4569,7,3,1
s2281,Movie,Mumbai Delhi Mumbai,Satish Rajwade,India,7/5/2020,2014,TV-MA,107 min,"Comedies, International Movies, Romantic Movies",True,True,2020-07-05,2020,7,5,6,True,107.0,,2014-01-01,2377,6.507871321013004,4569,19,3,1
s2282,Movie,Oh My God,Umesh Shukla,India,7/5/2020,2012,TV-PG,129 min,"Comedies, Dramas, International Movies",True,True,2020-07-05,2020,7,5,6,True,129.0,,2012-01-01,3108,8.509240246406572,4569,9,3,1
s2283,Movie,One by Two,Devika Bhagat,India,7/5/2020,2014,TV-14,135 min,"Comedies, Dramas, International Movies",True,True,2020-07-05,2020,7,5,6,True,135.0,,2014-01-01,2377,6.507871321013004,4569,10,3,1
s2284,Movie,Only,Takashi Doscher,United States,7/5/2020,2019,TV-MA,97 min,"Dramas, Independent Movies, Romantic Movies",True,True,2020-07-05,2020,7,5,6,True,97.0,,2019-01-01,551,1.5085557837097878,4569,4,3,1
s2285,Movie,Penalty,Shubham Singh,India,7/5/2020,2019,TV-14,125 min,"Dramas, Independent Movies, International Movies",True,True,2020-07-05,2020,7,5,6,True,125.0,,2019-01-01,551,1.5085557837097878,4569,7,3,1
s2286,Movie,Players,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",India,7/5/2020,2012,TV-14,162 min,"Action & Adventure, International Movies",True,True,2020-07-05,2020,7,5,6,True,162.0,,2012-01-01,3108,8.509240246406572,4569,7,2,1
s2287,Movie,Pyaar Ka Punchnama 2,Luv Ranjan,India,7/5/2020,2015,TV-MA,136 min,"Comedies, Dramas, International Movies",True,True,2020-07-05,2020,7,5,6,True,136.0,,2015-01-01,2012,5.508555783709788,4569,20,3,1
s2288,Movie,Queen,Vikas Bahl,India,7/5/2020,2014,TV-MA,138 min,"Comedies, Dramas, International Movies",True,True,2020-07-05,2020,7,5,6,True,138.0,,2014-01-01,2377,6.507871321013004,4569,5,3,1
s2289,Movie,Shaitan,Bejoy Nambiar,India,7/5/2020,2011,TV-MA,126 min,"Action & Adventure, Dramas, Independent Movies",True,True,2020-07-05,2020,7,5,6,True,126.0,,2011-01-01,3473,9.508555783709788,4569,7,3,1
s2290,Movie,Special 26,Neeraj Pandey,India,7/5/2020,2013,TV-PG,137 min,"Dramas, International Movies, Thrillers",True,True,2020-07-05,2020,7,5,6,True,137.0,,2013-01-01,2742,7.507186858316222,4569,10,3,1
s2291,Movie,Tanu Weds Manu,Aanand Rai,India,7/5/2020,2011,TV-14,114 min,"Comedies, Dramas, International Movies",True,True,2020-07-05,2020,7,5,6,True,114.0,,2011-01-01,3473,9.508555783709788,4569,14,3,1
s2292,Movie,What the Fish,Gurmmeet Singh,India,7/5/2020,2013,TV-14,96 min,"Comedies, International Movies",True,True,2020-07-05,2020,7,5,6,True,96.0,,2013-01-01,2742,7.507186858316222,4569,13,2,1
s2295,Movie,Desperados,LP,United States,7/3/2020,2020,TV-MA,107 min,"Comedies, Romantic Movies",True,True,2020-07-03,2020,7,3,4,False,107.0,,2020-01-01,184,0.5037645448323066,4567,10,2,1
s2296,Movie,Hunter in the Blue Side of Manchester,Rako Prijanto,Indonesia,7/3/2020,2020,TV-MA,89 min,"Dramas, International Movies",True,True,2020-07-03,2020,7,3,4,False,89.0,,2020-01-01,184,0.5037645448323066,4567,37,2,1
s2297,Movie,I Am Not Your Negro,Raoul Peck,Switzerland,7/3/2020,2017,PG-13,94 min,Documentaries,True,True,2020-07-03,2020,7,3,4,False,94.0,,2017-01-01,1279,3.5017111567419574,4567,19,1,1
s2398,Movie,Jo Koy: In His Elements,Michael McKay,United States,6/12/2020,2020,TV-MA,55 min,Stand-Up Comedy,True,True,2020-06-12,2020,6,12,4,False,55.0,,2020-01-01,163,0.4462696783025325,4546,23,1,1
s2301,Movie,The Perfect Picture: Ten Years Later,Shirley Frimpong-Manso,Ghana,7/3/2020,2019,TV-MA,148 min,"Comedies, Dramas, International Movies",True,True,2020-07-03,2020,7,3,4,False,148.0,,2019-01-01,549,1.5030800821355237,4567,36,3,1
s2303,Movie,Thiago Ventura: POKAS,"Fabio Ock, Joana Mazzucchelli",Brazil,7/2/2020,2020,TV-MA,82 min,Stand-Up Comedy,True,True,2020-07-02,2020,7,2,3,False,82.0,,2020-01-01,183,0.5010266940451745,4566,21,1,1
s2305,Movie,#AnneFrank - Parallel Stories,"Sabina Fedeli, Anna Migotto",Italy,7/1/2020,2019,TV-14,95 min,"Documentaries, International Movies",True,True,2020-07-01,2020,7,1,2,False,95.0,,2019-01-01,547,1.4976043805612593,4565,29,2,1
s2308,TV Show,Abby Hatcher,Kyran Kelly,United States,7/1/2020,2019,TV-Y,1 Season,Kids' TV,True,True,2020-07-01,2020,7,1,2,False,,1.0,2019-01-01,547,1.4976043805612593,4565,12,1,1
s2309,Movie,Adú,Salvador Calvo,Spain,7/1/2020,2020,TV-MA,120 min,"Dramas, International Movies",True,True,2020-07-01,2020,7,1,2,False,120.0,,2020-01-01,182,0.49828884325804246,4565,3,2,1
s2310,Movie,Ali Baba ve 7 Cüceler,Cem Yılmaz,Turkey,7/1/2020,2015,TV-MA,115 min,"Action & Adventure, Comedies, International Movies",True,True,2020-07-01,2020,7,1,2,False,115.0,,2015-01-01,2008,5.49760438056126,4565,21,3,1
s2311,Movie,David Foster: Off the Record,Barry Avrich,Canada,7/1/2020,2019,TV-MA,107 min,"Documentaries, Music & Musicals",True,True,2020-07-01,2020,7,1,2,False,107.0,,2019-01-01,547,1.4976043805612593,4565,28,2,1
s2312,Movie,Double Jeopardy,Bruce Beresford,United States,7/1/2020,1999,R,105 min,Thrillers,True,True,2020-07-01,2020,7,1,2,False,105.0,,1999-01-01,7852,21.49760438056126,4565,15,1,1
s2313,Movie,Pek Yakında,Cem Yılmaz,Turkey,7/1/2020,2014,TV-MA,134 min,"Comedies, International Movies",True,True,2020-07-01,2020,7,1,2,False,134.0,,2014-01-01,2373,6.496919917864476,4565,11,2,1
s2315,Movie,Stardust,Matthew Vaughn,United Kingdom,7/1/2020,2007,PG-13,128 min,"Action & Adventure, International Movies, Romantic Movies",True,True,2020-07-01,2020,7,1,2,False,128.0,,2007-01-01,4930,13.49760438056126,4565,8,3,1
s2316,Movie,The F**k-It List,Michael Duggan,United States,7/1/2020,2019,TV-MA,103 min,Comedies,True,True,2020-07-01,2020,7,1,2,False,103.0,,2019-01-01,547,1.4976043805612593,4565,16,1,1
s2317,Movie,The Silence of Others,"Almudena Carracedo, Robert Bahar",Spain,7/1/2020,2019,TV-14,96 min,"Documentaries, International Movies",True,True,2020-07-01,2020,7,1,2,False,96.0,,2019-01-01,547,1.4976043805612593,4565,21,2,1
s2318,Movie,Total Recall,Paul Verhoeven,United States,7/1/2020,1990,R,114 min,"Action & Adventure, Sci-Fi & Fantasy",True,True,2020-07-01,2020,7,1,2,False,114.0,,1990-01-01,11139,30.496919917864478,4565,12,2,1
s2320,Movie,Under the Riccione Sun,Younuts!,Italy,7/1/2020,2020,TV-MA,102 min,"Comedies, International Movies, Romantic Movies",True,True,2020-07-01,2020,7,1,2,False,102.0,,2020-01-01,182,0.49828884325804246,4565,22,3,1
s2327,Movie,Thackeray (Marathi),Abhijit Panse,India,6/28/2020,2019,TV-14,135 min,"Dramas, International Movies",True,True,2020-06-28,2020,6,28,6,True,135.0,,2019-01-01,544,1.4893908281998631,4562,19,2,1
s2322,Movie,George Lopez: We'll Do It For Half,Troy Miller,United States,6/30/2020,2020,TV-MA,52 min,Stand-Up Comedy,True,True,2020-06-30,2020,6,30,1,False,52.0,,2020-01-01,181,0.49555099247091033,4564,34,1,1
s2324,Movie,The Mirror Boy,Obi Emelonye,United Kingdom,6/30/2020,2011,TV-14,86 min,"Action & Adventure, Dramas, International Movies",True,True,2020-06-30,2020,6,30,1,False,86.0,,2011-01-01,3468,9.494866529774127,4564,14,3,1
s2325,Movie,#FriendButMarried 2,Rako Prijanto,Indonesia,6/28/2020,2020,TV-G,104 min,"Dramas, International Movies, Romantic Movies",True,True,2020-06-28,2020,6,28,6,True,104.0,,2020-01-01,179,0.49007529089664614,4562,19,3,1
s2326,Movie,Skin,Daniel Effiong,Nigeria,6/28/2020,2019,TV-MA,76 min,"Documentaries, International Movies",True,True,2020-06-28,2020,6,28,6,True,76.0,,2019-01-01,544,1.4893908281998631,4562,4,2,1
s2329,Movie,Ride Like a Girl,Rachel Griffiths,Australia,6/27/2020,2020,PG,99 min,"Children & Family Movies, Dramas, Independent Movies",True,True,2020-06-27,2020,6,27,5,True,99.0,,2020-01-01,178,0.487337440109514,4561,16,3,1
s2331,Movie,Eurovision Song Contest: The Story of Fire Saga,David Dobkin,United States,6/26/2020,2020,PG-13,124 min,"Comedies, Music & Musicals, Romantic Movies",True,True,2020-06-26,2020,6,26,4,False,124.0,,2020-01-01,177,0.48459958932238195,4560,47,3,1
s2333,Movie,Kasanova,Oluseyi Asurf,Nigeria,6/26/2020,2019,TV-14,117 min,"Comedies, International Movies, Romantic Movies",True,True,2020-06-26,2020,6,26,4,False,117.0,,2019-01-01,542,1.483915126625599,4560,8,3,1
s2334,Movie,Ordinary People,Eduardo Roy Jr.,Philippines,6/26/2020,2016,TV-MA,107 min,"Dramas, Independent Movies, International Movies",True,True,2020-06-26,2020,6,26,4,False,107.0,,2016-01-01,1638,4.484599589322382,4560,15,3,1
s2337,Movie,Thackeray (Hindi),Abhijit Panse,India,6/26/2020,2019,TV-14,135 min,"Dramas, International Movies",True,True,2020-06-26,2020,6,26,4,False,135.0,,2019-01-01,542,1.483915126625599,4560,17,2,1
s2339,Movie,Krishna and His Leela,Ravikanth Perepu,India,6/25/2020,2020,TV-MA,126 min,"International Movies, Romantic Movies",True,True,2020-06-25,2020,6,25,3,False,126.0,,2020-01-01,176,0.48186173853524983,4559,21,2,1
s2340,Movie,Prem Ratan Dhan Payo,Sooraj R. Barjatya,India,6/25/2020,2015,TV-14,164 min,"Action & Adventure, Dramas, International Movies",True,True,2020-06-25,2020,6,25,3,False,164.0,,2015-01-01,2002,5.4811772758384665,4559,20,3,1
s2341,Movie,Vivah,Sooraj R. Barjatya,India,6/25/2020,2006,TV-14,166 min,"Dramas, International Movies, Romantic Movies",True,True,2020-06-25,2020,6,25,3,False,166.0,,2006-01-01,5289,14.480492813141684,4559,5,3,1
s2342,Movie,Athlete A,"Bonni Cohen, Jon Shenk",United States,6/24/2020,2020,PG-13,104 min,"Documentaries, Sports Movies",True,True,2020-06-24,2020,6,24,2,False,104.0,,2020-01-01,175,0.4791238877481177,4558,9,2,1
s2343,Movie,Bulbbul,Anvita Dutt,India,6/24/2020,2020,TV-MA,94 min,"Horror Movies, International Movies",True,True,2020-06-24,2020,6,24,2,False,94.0,,2020-01-01,175,0.4791238877481177,4558,7,2,1
s2345,Movie,Nobody Knows I'm Here,Gaspar Antillo,Chile,6/24/2020,2020,TV-MA,92 min,"Dramas, Independent Movies, International Movies",True,True,2020-06-24,2020,6,24,2,False,92.0,,2020-01-01,175,0.4791238877481177,4558,21,3,1
s2346,Movie,Eric Andre: Legalize Everything,Eric Notarnicola,United States,6/23/2020,2020,TV-MA,52 min,Stand-Up Comedy,True,True,2020-06-23,2020,6,23,1,False,52.0,,2020-01-01,174,0.47638603696098564,4557,31,1,1
s2348,Movie,Kappela,Musthafa,India,6/22/2020,2020,TV-14,112 min,"Dramas, Independent Movies, International Movies",True,True,2020-06-22,2020,6,22,0,False,112.0,,2020-01-01,173,0.4736481861738535,4556,7,3,1
s2349,Movie,The Royal Hibiscus Hotel,Ishaya Bako,Nigeria,6/22/2020,2017,TV-PG,90 min,"Comedies, International Movies, Romantic Movies",True,True,2020-06-22,2020,6,22,0,False,90.0,,2017-01-01,1268,3.4715947980835042,4556,24,3,1
s2351,Movie,Woodshock,"Kate Mulleavy, Laura Mulleavy",United States,6/21/2020,2017,R,101 min,"Dramas, Independent Movies, Thrillers",True,True,2020-06-21,2020,6,21,6,True,101.0,,2017-01-01,1267,3.468856947296372,4555,9,3,1
s2352,Movie,Elevator Baby,Akhigbe Ilozobhie,Nigeria,6/20/2020,2019,TV-MA,84 min,"Dramas, International Movies",True,True,2020-06-20,2020,6,20,5,True,84.0,,2019-01-01,536,1.4674880219028064,4554,13,2,1
s2354,Movie,Chaman Bahaar,Apurva Dhar Badgaiyann,India,6/19/2020,2020,TV-MA,112 min,"Comedies, Dramas, International Movies",True,True,2020-06-19,2020,6,19,4,False,112.0,,2020-01-01,170,0.4654346338124572,4553,13,3,1
s2355,Movie,Destiny,Youssef Chahine,Egypt,6/19/2020,1997,TV-14,136 min,"Dramas, International Movies",True,True,2020-06-19,2020,6,19,4,False,136.0,,1997-01-01,8570,23.463381245722108,4553,7,2,1
s2357,Movie,Feel the Beat,Elissa Down,United States,6/19/2020,2020,TV-G,110 min,"Children & Family Movies, Comedies, Dramas",True,True,2020-06-19,2020,6,19,4,False,110.0,,2020-01-01,170,0.4654346338124572,4553,13,3,1
s2359,Movie,Lost Bullet,Guillaume Pierret,France,6/19/2020,2020,TV-MA,93 min,"Action & Adventure, Dramas, International Movies",True,True,2020-06-19,2020,6,19,4,False,93.0,,2020-01-01,170,0.4654346338124572,4553,11,3,1
s2371,Movie,El límite infinito,Pablo Aulita,Not Given,6/18/2020,2020,TV-PG,48 min,"Documentaries, International Movies, Sports Movies",True,True,2020-06-18,2020,6,18,3,False,48.0,,2020-01-01,169,0.46269678302532513,4552,18,3,1
s2361,Movie,One-Way to Tomorrow,Ozan Açıktan,Turkey,6/19/2020,2020,TV-MA,90 min,"Dramas, International Movies, Romantic Movies",True,True,2020-06-19,2020,6,19,4,False,90.0,,2020-01-01,170,0.4654346338124572,4553,19,3,1
s2362,Movie,The Emigrant,Youssef Chahine,Egypt,6/19/2020,1994,TV-14,130 min,"Dramas, International Movies",True,True,2020-06-19,2020,6,19,4,False,130.0,,1994-01-01,9666,26.46406570841889,4553,12,2,1
s2364,Movie,Wasp Network,Olivier Assayas,France,6/19/2020,2020,TV-MA,128 min,"Dramas, International Movies, Thrillers",True,True,2020-06-19,2020,6,19,4,False,128.0,,2020-01-01,170,0.4654346338124572,4553,12,3,1
s2365,Movie,A Whisker Away,"Junichi Sato, Tomotaka Shibayama",Japan,6/18/2020,2020,TV-PG,104 min,"Anime Features, Children & Family Movies, International Movies",True,True,2020-06-18,2020,6,18,3,False,104.0,,2020-01-01,169,0.46269678302532513,4552,14,3,1
s2366,Movie,Alexandria ... Why?,Youssef Chahine,Egypt,6/18/2020,1979,TV-MA,131 min,"Classic Movies, Dramas, International Movies",True,True,2020-06-18,2020,6,18,3,False,131.0,,1979-01-01,15144,41.46201232032854,4552,19,3,1
s2367,Movie,Alexandria: Again and Forever,Youssef Chahine,Egypt,6/18/2020,1989,TV-MA,109 min,"Classic Movies, Dramas, International Movies",True,True,2020-06-18,2020,6,18,3,False,109.0,,1989-01-01,11491,31.460643394934976,4552,29,3,1
s2368,Movie,An Egyptian Story,Youssef Chahine,Egypt,6/18/2020,1982,TV-MA,129 min,"Classic Movies, Dramas, Independent Movies",True,True,2020-06-18,2020,6,18,3,False,129.0,,1982-01-01,14048,38.46132785763176,4552,17,3,1
s2369,Movie,Cairo Station,Youssef Chahine,Egypt,6/18/2020,1958,TV-14,73 min,"Classic Movies, Dramas, International Movies",True,True,2020-06-18,2020,6,18,3,False,73.0,,1958-01-01,22814,62.46132785763176,4552,13,3,1
s2370,Movie,Dark Waters,Youssef Chahine,Egypt,6/18/2020,1956,TV-14,104 min,"Classic Movies, Dramas, International Movies",True,True,2020-06-18,2020,6,18,3,False,104.0,,1956-01-01,23545,64.46269678302532,4552,11,3,1
s2372,Movie,Lola Igna,Eduardo Roy Jr.,Philippines,6/18/2020,2019,TV-14,114 min,"Comedies, International Movies",True,True,2020-06-18,2020,6,18,3,False,114.0,,2019-01-01,534,1.462012320328542,4552,9,2,1
s2373,Movie,One Take,Manatsanun Phanlerdwongsakul,Thailand,6/18/2020,2020,TV-G,86 min,"Documentaries, International Movies, Music & Musicals",True,True,2020-06-18,2020,6,18,3,False,86.0,,2020-01-01,169,0.46269678302532513,4552,8,3,1
s2374,Movie,Saladin,Youssef Chahine,Egypt,6/18/2020,1963,TV-MA,194 min,"Action & Adventure, Classic Movies, Dramas",True,True,2020-06-18,2020,6,18,3,False,194.0,,1963-01-01,20988,57.46201232032854,4552,7,3,1
s2375,Movie,Stray Bullet,Georges Hachem,Lebanon,6/18/2020,2010,TV-MA,76 min,"Dramas, International Movies, Romantic Movies",True,True,2020-06-18,2020,6,18,3,False,76.0,,2010-01-01,3821,10.461327857631758,4552,12,3,1
s2376,Movie,The Blazing Sun,Youssef Chahine,Egypt,6/18/2020,1954,TV-14,116 min,"Classic Movies, Dramas, International Movies",True,True,2020-06-18,2020,6,18,3,False,116.0,,1954-01-01,24275,66.46132785763176,4552,15,3,1
s2377,Movie,The Land,Youssef Chahine,Egypt,6/18/2020,1970,TV-MA,130 min,"Classic Movies, Dramas, International Movies",True,True,2020-06-18,2020,6,18,3,False,130.0,,1970-01-01,18431,50.46132785763176,4552,8,3,1
s2378,Movie,The Nut Job,Peter Lepeniotis,Canada,6/18/2020,2014,PG,85 min,"Children & Family Movies, Comedies",True,True,2020-06-18,2020,6,18,3,False,85.0,,2014-01-01,2360,6.461327857631759,4552,11,2,1
s4654,Movie,City of Joy,Madeleine Gavin,United States,9/7/2018,2018,TV-MA,77 min,Documentaries,True,True,2018-09-07,2018,9,7,4,False,77.0,,2018-01-01,249,0.6817248459958932,3902,11,1,1
s2380,Movie,An Evening with Beverly Luff Linn,Jim Hosking,United Kingdom,6/17/2020,2018,R,108 min,"Comedies, Independent Movies",True,True,2020-06-17,2020,6,17,2,False,108.0,,2018-01-01,898,2.458590006844627,4551,33,2,1
s2381,Movie,Riding Faith,Paco Aguilar,United States,6/17/2020,2020,TV-PG,81 min,"Children & Family Movies, Dramas, Faith & Spirituality",True,True,2020-06-17,2020,6,17,2,False,81.0,,2020-01-01,168,0.459958932238193,4551,12,3,1
s2382,Movie,Last Flight to Abuja,Obi Emelonye,Nigeria,6/16/2020,2012,TV-14,76 min,"Dramas, International Movies",True,True,2020-06-16,2020,6,16,1,False,76.0,,2012-01-01,3089,8.457221081451062,4550,20,2,1
s2383,Movie,The Darkness,Greg McLean,United States,6/16/2020,2016,PG-13,92 min,"Horror Movies, Thrillers",True,True,2020-06-16,2020,6,16,1,False,92.0,,2016-01-01,1628,4.457221081451061,4550,12,2,1
s2386,Movie,Underdogs,Juan José Campanella,Argentina,6/15/2020,2013,PG,85 min,"Children & Family Movies, Sports Movies",True,True,2020-06-15,2020,6,15,0,False,85.0,,2013-01-01,2722,7.452429842573579,4549,9,2,1
s2387,Movie,Wira,Adrian Teh,Malaysia,6/15/2020,2019,TV-14,108 min,"Action & Adventure, Dramas, International Movies",True,True,2020-06-15,2020,6,15,0,False,108.0,,2019-01-01,531,1.4537987679671458,4549,4,3,1
s2388,Movie,4th Republic,Ishaya Bako,Nigeria,6/13/2020,2019,TV-MA,120 min,"Dramas, International Movies, Thrillers",True,True,2020-06-13,2020,6,13,5,True,120.0,,2019-01-01,529,1.4483230663928817,4547,12,3,1
s2390,Movie,Asura Guru,A. Raajdheep,India,6/13/2020,2020,TV-14,117 min,"Dramas, International Movies",True,True,2020-06-13,2020,6,13,5,True,117.0,,2020-01-01,164,0.4490075290896646,4547,10,2,1
s2392,Movie,Milea,"Fajar Bustomi, Pidi Baiq",Indonesia,6/13/2020,2020,TV-14,100 min,"Dramas, International Movies, Romantic Movies",True,True,2020-06-13,2020,6,13,5,True,100.0,,2020-01-01,164,0.4490075290896646,4547,5,3,1
s2393,Movie,Axone,Nicholas Kharkongor,India,6/12/2020,2020,TV-MA,101 min,"Comedies, Dramas, Independent Movies",True,True,2020-06-12,2020,6,12,4,False,101.0,,2020-01-01,163,0.4462696783025325,4546,5,3,1
s2394,Movie,Da 5 Bloods,Spike Lee,United States,6/12/2020,2020,R,156 min,"Action & Adventure, Dramas",True,True,2020-06-12,2020,6,12,4,False,156.0,,2020-01-01,163,0.4462696783025325,4546,11,2,1
s2399,Movie,Okko's Inn,Kitaro Kosaka,Japan,6/12/2020,2018,PG,96 min,"Anime Features, Children & Family Movies",True,True,2020-06-12,2020,6,12,4,False,96.0,,2018-01-01,893,2.4449007529089664,4546,10,2,1
s2403,Movie,From A to B,Ali F. Mostafa,United Arab Emirates,6/11/2020,2014,TV-MA,104 min,"Comedies, Dramas, International Movies",True,True,2020-06-11,2020,6,11,3,False,104.0,,2014-01-01,2353,6.442162902121835,4545,11,3,1
