show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,date_added_clean,duration_minutes,season_count,year_added,release_age,genre_list,genre_Action & Adventure,genre_Anime Features,genre_Anime Series,genre_British TV Shows,genre_Children & Family Movies,genre_Classic & Cult TV,genre_Classic Movies,genre_Comedies,genre_Crime TV Shows,genre_Cult Movies,genre_Documentaries,genre_Docuseries,genre_Dramas,genre_Faith & Spirituality,genre_Horror Movies,genre_Independent Movies,genre_International Movies,genre_International TV Shows,genre_Kids' TV,genre_Korean TV Shows,genre_LGBTQ Movies,genre_Movies,genre_Music & Musicals,genre_Reality TV,genre_Romantic Movies,genre_Romantic TV Shows,genre_Sci-Fi & Fantasy,genre_Science & Nature TV,genre_Spanish-Language TV Shows,genre_Sports Movies,genre_Stand-Up Comedy,genre_Stand-Up Comedy & Talk Shows,genre_TV Action & Adventure,genre_TV Comedies,genre_TV Dramas,genre_TV Horror,genre_TV Mysteries,genre_TV Sci-Fi & Fantasy,genre_TV Shows,genre_TV Thrillers,genre_Teen TV Shows,genre_Thrillers,number_of_genres,director_popularity,add_month,add_day_of_week,days_since_start,country_Canada,country_France,country_India,country_Japan,country_Not Given,country_Other,country_Pakistan,country_South Korea,country_Spain,country_United Kingdom,country_United States
s477,Movie,The Tour,Juraj Šajmovič,Not Given,7/10/2021,2016,TV-MA,93 min,"Comedies, Documentaries, International Movies",2021-07-10,93,0,2021,5,"['Comedies', 'Documentaries', 'International Movies']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,5,4939,False,False,False,False,True,False,False,False,False,False,False
s499,Movie,Clash,Pascal Atuma,Not Given,7/7/2021,2020,TV-MA,87 min,"Dramas, International Movies",2021-07-07,87,0,2021,1,"['Dramas', 'International Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,2,4936,False,False,False,False,True,False,False,False,False,False,False
s501,Movie,Major Grom: Plague Doctor,Oleg Trofim,Not Given,7/7/2021,2021,TV-MA,138 min,"Action & Adventure, International Movies",2021-07-07,138,0,2021,0,"['Action & Adventure', 'International Movies']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,2,4936,False,False,False,False,True,False,False,False,False,False,False
s506,Movie,Therapy,"Anurin Nwunembom, Musing Derrick",Not Given,7/7/2021,2020,TV-PG,85 min,"Dramas, International Movies",2021-07-07,85,0,2021,1,"['Dramas', 'International Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,2,4936,False,False,False,False,True,False,False,False,False,False,False
s508,Movie,Three Thieves,Udoka Oyeka,Not Given,7/7/2021,2019,TV-14,108 min,"Comedies, International Movies",2021-07-07,108,0,2021,2,"['Comedies', 'International Movies']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,2,4936,False,False,False,False,True,False,False,False,False,False,False
s519,Movie,Har Kisse Ke Hisse: Kaamyaab,Hardik Mehta,India,7/6/2021,2020,TV-14,105 min,"Dramas, International Movies",2021-07-06,105,0,2021,1,"['Dramas', 'International Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,1,4935,False,False,True,False,False,False,False,False,False,False,False
s529,Movie,Rehmataan,"Rajveer Singh Maan, Harpeet Singh",India,7/6/2021,2012,TV-14,116 min,"Dramas, International Movies, Romantic Movies",2021-07-06,116,0,2021,9,"['Dramas', 'International Movies', 'Romantic Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,1,4935,False,False,True,False,False,False,False,False,False,False,False
s530,Movie,Return of the Prodigal Son,Youssef Chahine,Egypt,7/6/2021,1976,TV-MA,124 min,"Dramas, International Movies",2021-07-06,124,0,2021,45,"['Dramas', 'International Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,7,1,4935,False,False,False,False,False,True,False,False,False,False,False
s532,Movie,Rise: Ini Kalilah,"Saw Teong Hin, Nik Amir Mustapha, M.S. Prem Nath",Malaysia,7/6/2021,2018,TV-PG,101 min,"Dramas, International Movies",2021-07-06,101,0,2021,3,"['Dramas', 'International Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,1,4935,False,False,False,False,False,True,False,False,False,False,False
s535,Movie,Si Doel the Movie 2,Rano Karno,Indonesia,7/6/2021,2019,TV-G,95 min,"Dramas, International Movies",2021-07-06,95,0,2021,2,"['Dramas', 'International Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,1,4935,False,False,False,False,False,True,False,False,False,False,False
s542,Movie,Truckbhar Swapna,Pramod Pawar,India,7/6/2021,2018,TV-14,128 min,"Comedies, Dramas, International Movies",2021-07-06,128,0,2021,3,"['Comedies', 'Dramas', 'International Movies']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,1,4935,False,False,True,False,False,False,False,False,False,False,False
s543,Movie,Ujala,Naresh Saigal,India,7/6/2021,1959,TV-14,143 min,"Dramas, International Movies",2021-07-06,143,0,2021,62,"['Dramas', 'International Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,1,4935,False,False,True,False,False,False,False,False,False,False,False
s551,Movie,Fear Street Part 1: 1994,Leigh Janiak,Not Given,7/2/2021,2021,R,107 min,"Horror Movies, LGBTQ Movies",2021-07-02,107,0,2021,0,"['Horror Movies', 'LGBTQ Movies']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,4,4931,False,False,False,False,True,False,False,False,False,False,False
s553,Movie,Holiday on Mars,Neri Parenti,Not Given,7/2/2021,2020,TV-MA,94 min,"Comedies, International Movies",2021-07-02,94,0,2021,1,"['Comedies', 'International Movies']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,4,4931,False,False,False,False,True,False,False,False,False,False,False
s552,Movie,Haseen Dillruba,Vinil Mathew,India,7/2/2021,2021,TV-MA,136 min,"International Movies, Romantic Movies, Thrillers",2021-07-02,136,0,2021,0,"['International Movies', 'Romantic Movies', 'Thrillers']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,7,4,4931,False,False,True,False,False,False,False,False,False,False,False
s561,Movie,Audible,Matt Ogens,Not Given,7/1/2021,2021,PG-13,39 min,"Documentaries, Sports Movies",2021-07-01,39,0,2021,0,"['Documentaries', 'Sports Movies']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,3,4930,False,False,False,False,True,False,False,False,False,False,False
s555,Movie,RattleSnake - The Ahanna Story,Ramsey Nouah,Nigeria,7/2/2021,2020,TV-MA,136 min,"Dramas, International Movies, Thrillers",2021-07-02,136,0,2021,1,"['Dramas', 'International Movies', 'Thrillers']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,7,4,4931,False,False,False,False,False,True,False,False,False,False,False
s556,Movie,Snowpiercer,Bong Joon Ho,South Korea,7/2/2021,2013,R,126 min,"Action & Adventure, Cult Movies, International Movies",2021-07-02,126,0,2021,8,"['Action & Adventure', 'Cult Movies', 'International Movies']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,4,4931,False,False,False,False,False,False,False,True,False,False,False
s557,Movie,The 8th Night,Kim Tae-hyung,South Korea,7/2/2021,2021,TV-14,116 min,"Horror Movies, International Movies, Thrillers",2021-07-02,116,0,2021,0,"['Horror Movies', 'International Movies', 'Thrillers']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,7,4,4931,False,False,False,False,False,False,False,True,False,False,False
s558,Movie,Winchester,"Michael Spierig, Peter Spierig",Australia,7/2/2021,2018,PG-13,100 min,"Horror Movies, Sci-Fi & Fantasy",2021-07-02,100,0,2021,3,"['Horror Movies', 'Sci-Fi & Fantasy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,4,4931,False,False,False,False,False,True,False,False,False,False,False
s559,Movie,6 Bullets,Ernie Barbarash,United States,7/1/2021,2012,R,115 min,Action & Adventure,2021-07-01,115,0,2021,9,['Action & Adventure'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s560,Movie,Air Force One,Wolfgang Petersen,United States,7/1/2021,1997,R,125 min,Action & Adventure,2021-07-01,125,0,2021,24,['Action & Adventure'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s562,Movie,Austin Powers in Goldmember,Jay Roach,United States,7/1/2021,2002,PG-13,94 min,"Action & Adventure, Comedies",2021-07-01,94,0,2021,19,"['Action & Adventure', 'Comedies']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s563,Movie,Austin Powers: International Man of Mystery,Jay Roach,United States,7/1/2021,1997,PG-13,90 min,Comedies,2021-07-01,90,0,2021,24,['Comedies'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s564,Movie,Austin Powers: The Spy Who Shagged Me,Jay Roach,United States,7/1/2021,1999,PG-13,95 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",2021-07-01,95,0,2021,22,"['Action & Adventure', 'Comedies', 'Sci-Fi & Fantasy']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s565,Movie,Boogie Nights,Paul Thomas Anderson,United States,7/1/2021,1997,R,155 min,"Comedies, Dramas, Independent Movies",2021-07-01,155,0,2021,24,"['Comedies', 'Dramas', 'Independent Movies']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s571,Movie,Dynasty Warriors,Chow Hin Yeung Roy,Not Given,7/1/2021,2021,TV-14,118 min,"Action & Adventure, International Movies",2021-07-01,118,0,2021,0,"['Action & Adventure', 'International Movies']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,3,4930,False,False,False,False,True,False,False,False,False,False,False
s567,Movie,Charlie's Angels,McG,United States,7/1/2021,2000,PG-13,98 min,"Action & Adventure, Comedies",2021-07-01,98,0,2021,21,"['Action & Adventure', 'Comedies']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s568,Movie,Congo,Frank Marshall,United States,7/1/2021,1995,PG-13,108 min,"Action & Adventure, Thrillers",2021-07-01,108,0,2021,26,"['Action & Adventure', 'Thrillers']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s569,Movie,Dennis the Menace,Nick Castle,United States,7/1/2021,1993,PG,96 min,"Children & Family Movies, Comedies",2021-07-01,96,0,2021,28,"['Children & Family Movies', 'Comedies']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s570,Movie,Dreamy Eyes,Victor Vu,Vietnam,7/1/2021,2019,TV-14,117 min,"Dramas, International Movies, Romantic Movies",2021-07-01,117,0,2021,2,"['Dramas', 'International Movies', 'Romantic Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,3,4930,False,False,False,False,False,True,False,False,False,False,False
s578,TV Show,Masameer County,Malik Nejer,Saudi Arabia,7/1/2021,2021,TV-MA,1 Season,"International TV Shows, TV Comedies",2021-07-01,0,1,2021,0,"['International TV Shows', 'TV Comedies']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,7,3,4930,False,False,False,False,False,True,False,False,False,False,False
s573,Movie,Hampstead,Joel Hopkins,United Kingdom,7/1/2021,2019,PG-13,103 min,"Comedies, Dramas, International Movies",2021-07-01,103,0,2021,2,"['Comedies', 'Dramas', 'International Movies']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,3,4930,False,False,False,False,False,False,False,False,False,True,False
s574,Movie,Kung Fu Panda,"John Stevenson, Mark Osborne",United States,7/1/2021,2008,PG,94 min,"Children & Family Movies, Comedies",2021-07-01,94,0,2021,13,"['Children & Family Movies', 'Comedies']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s575,Movie,Kung Fu Panda 2,Jennifer Yuh Nelson,United States,7/1/2021,2011,PG,93 min,"Children & Family Movies, Comedies",2021-07-01,93,0,2021,10,"['Children & Family Movies', 'Comedies']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s576,Movie,Life as We Know It,Greg Berlanti,United States,7/1/2021,2010,PG-13,115 min,"Comedies, Dramas, Romantic Movies",2021-07-01,115,0,2021,11,"['Comedies', 'Dramas', 'Romantic Movies']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s577,Movie,Mary Magdalene,Garth Davis,United Kingdom,7/1/2021,2019,R,120 min,"Dramas, Faith & Spirituality, International Movies",2021-07-01,120,0,2021,2,"['Dramas', 'Faith & Spirituality', 'International Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,3,4930,False,False,False,False,False,False,False,False,False,True,False
s579,Movie,Memoirs of a Geisha,Rob Marshall,France,7/1/2021,2005,PG-13,145 min,"Dramas, Romantic Movies",2021-07-01,145,0,2021,16,"['Dramas', 'Romantic Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,3,4930,False,True,False,False,False,False,False,False,False,False,False
s580,Movie,Midnight Run,Martin Brest,United States,7/1/2021,1988,R,126 min,"Action & Adventure, Classic Movies, Comedies",2021-07-01,126,0,2021,33,"['Action & Adventure', 'Classic Movies', 'Comedies']",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s582,Movie,Mortal Kombat,Paul W.S. Anderson,United States,7/1/2021,1995,PG-13,101 min,"Action & Adventure, Sci-Fi & Fantasy",2021-07-01,101,0,2021,26,"['Action & Adventure', 'Sci-Fi & Fantasy']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s583,Movie,Mother's Day,Garry Marshall,United States,7/1/2021,2016,PG-13,118 min,"Comedies, Dramas",2021-07-01,118,0,2021,5,"['Comedies', 'Dramas']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s584,Movie,No Strings Attached,Ivan Reitman,United States,7/1/2021,2011,R,109 min,"Comedies, Romantic Movies",2021-07-01,109,0,2021,10,"['Comedies', 'Romantic Movies']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s585,Movie,Not Another Teen Movie,Joel Gallen,United States,7/1/2021,2001,R,89 min,Comedies,2021-07-01,89,0,2021,20,['Comedies'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s586,Movie,Ophelia,Claire McCarthy,United Kingdom,7/1/2021,2018,PG-13,106 min,"Dramas, Romantic Movies",2021-07-01,106,0,2021,3,"['Dramas', 'Romantic Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,3,4930,False,False,False,False,False,False,False,False,False,True,False
s581,Movie,Mobile Suit Gundam Hathaway,Shuko Murase,Not Given,7/1/2021,2021,TV-14,96 min,"Action & Adventure, Anime Features, International Movies",2021-07-01,96,0,2021,0,"['Action & Adventure', 'Anime Features', 'International Movies']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,3,4930,False,False,False,False,True,False,False,False,False,False,False
s587,Movie,Pet Sematary 2,Mary Lambert,Not Given,7/1/2021,1992,R,101 min,Horror Movies,2021-07-01,101,0,2021,29,['Horror Movies'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,3,4930,False,False,False,False,True,False,False,False,False,False,False
s588,TV Show,Quarantine Tales,"Sidharta Tata, Aco Tenriyagelli, Dian Sastrowardoyo, Ifa Isfansyah, Jason Iskandar",Not Given,7/1/2021,2020,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",2021-07-01,0,1,2021,1,"['International TV Shows', 'TV Comedies', 'TV Dramas']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,7,3,4930,False,False,False,False,True,False,False,False,False,False,False
s761,Movie,Fireplace 4K: Crackling Birchwood from Fireplace for Your Home,George Ford,Not Given,6/4/2021,2015,TV-G,60 min,Movies,2021-06-04,60,0,2021,6,['Movies'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,4,4903,False,False,False,False,True,False,False,False,False,False,False
s590,Movie,Red Joan,Trevor Nunn,United Kingdom,7/1/2021,2019,R,101 min,"Dramas, International Movies",2021-07-01,101,0,2021,2,"['Dramas', 'International Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,3,4930,False,False,False,False,False,False,False,False,False,True,False
s592,Movie,Seven Pounds,Gabriele Muccino,United States,7/1/2021,2008,PG-13,123 min,"Dramas, Romantic Movies",2021-07-01,123,0,2021,13,"['Dramas', 'Romantic Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s593,Movie,She's Out of My League,Jim Field Smith,United States,7/1/2021,2010,R,106 min,"Comedies, Romantic Movies",2021-07-01,106,0,2021,11,"['Comedies', 'Romantic Movies']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s594,Movie,Snow Day,Chris Koch,United States,7/1/2021,2000,PG,89 min,"Children & Family Movies, Comedies",2021-07-01,89,0,2021,21,"['Children & Family Movies', 'Comedies']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s595,Movie,Star Trek,J.J. Abrams,United States,7/1/2021,2009,PG-13,128 min,"Action & Adventure, Sci-Fi & Fantasy",2021-07-01,128,0,2021,12,"['Action & Adventure', 'Sci-Fi & Fantasy']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s596,Movie,Stuart Little,Rob Minkoff,Germany,7/1/2021,1999,PG,85 min,"Children & Family Movies, Comedies",2021-07-01,85,0,2021,22,"['Children & Family Movies', 'Comedies']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,3,4930,False,False,False,False,False,True,False,False,False,False,False
s597,Movie,Sword of Trust,Lynn Shelton,United States,7/1/2021,2019,R,89 min,"Comedies, Dramas, Independent Movies",2021-07-01,89,0,2021,2,"['Comedies', 'Dramas', 'Independent Movies']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s598,Movie,Talladega Nights: The Ballad of Ricky Bobby,Adam McKay,United States,7/1/2021,2006,PG-13,108 min,"Action & Adventure, Comedies, Sports Movies",2021-07-01,108,0,2021,15,"['Action & Adventure', 'Comedies', 'Sports Movies']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s599,Movie,The American,Anton Corbijn,United States,7/1/2021,2010,R,105 min,"Dramas, Thrillers",2021-07-01,105,0,2021,11,"['Dramas', 'Thrillers']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s600,Movie,The Best of Enemies,Robin Bissell,United States,7/1/2021,2019,PG-13,133 min,Dramas,2021-07-01,133,0,2021,2,['Dramas'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s601,Movie,The Game,David Fincher,United States,7/1/2021,1997,R,129 min,Thrillers,2021-07-01,129,0,2021,24,['Thrillers'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s602,Movie,The Karate Kid,John G. Avildsen,United States,7/1/2021,1984,PG,127 min,"Action & Adventure, Children & Family Movies, Classic Movies",2021-07-01,127,0,2021,37,"['Action & Adventure', 'Children & Family Movies', 'Classic Movies']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
s603,Movie,The Karate Kid Part II,John G. Avildsen,United States,7/1/2021,1986,PG,113 min,"Action & Adventure, Children & Family Movies, Dramas",2021-07-01,113,0,2021,35,"['Action & Adventure', 'Children & Family Movies', 'Dramas']",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,4930,False,False,False,False,False,False,False,False,False,False,True
